customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_service_a,internet_service,internet_service_a,contract_type,contract_type_a,payment_type,monthly_charges,total_charges,churn,is_female,has_churned,has_phone,has_internet,has_phone_has_internet,partner_dependents,tenure,start_date,avg_monthly_charges
0107-WESLM,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Electronic check,19.85,19.85,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,1,20210711,19.85
0107-YHINA,Male,0,No,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,99.75,99.75,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,1,20210711,99.75
0111-KLBQG,Male,1,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,93.95,2861.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,30,20190127,93.95
0112-QAWRZ,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),90.8,1442.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,16,20200414,90.8
0112-QWPNC,Male,0,Yes,No,2,Two or More Lines,1,DSL,1,1 Year,Electronic check,84.35,4059.35,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,48,20170808,84.35
0114-IGABW,Female,0,Yes,No,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),58.25,4145.9,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,71,20150907,58.25
0114-PEGZZ,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,107.55,3645.5,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,34,20181015,107.55
0114-RSRRW,Female,0,Yes,No,1,One Line,0,No Internet Service,0,Month-to-Month,Bank transfer (automatic),19.95,187.75,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,9,20201028,19.95
0115-TFERT,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,111.2,2317.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,21,20191116,111.2
0117-LFRMW,Male,0,Yes,Yes,0,No Phone Service,1,DSL,0,Month-to-Month,Bank transfer (automatic),40.2,1448.8,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,3,36,20180810,40.2
0118-JPNOY,Female,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),85.8,2193.65,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,26,20190625,85.8
0121-SNYRK,Male,0,No,No,0,No Phone Service,1,DSL,1,1 Year,Mailed check,35.4,1748.9,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,49,20170630,35.4
0122-OAHPZ,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,73.85,511.25,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,7,20210112,73.85
0123-CRBRT,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,2,2 Year,Mailed check,88.1,5526.75,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,63,20160520,88.1
0125-LZQXK,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,101.35,1553.95,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,15,20200501,101.35
0128-MKWSG,Female,0,No,Yes,0,No Phone Service,1,DSL,0,Month-to-Month,Mailed check,45.8,1147,No,TRUE,FALSE,FALSE,TRUE,FALSE,2,25,20190711,45.8
0129-KPTWJ,Male,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,94.65,6747.35,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,71,20150903,94.65
0129-QMPDR,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),20.5,865.05,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,42,20180204,20.5
0130-SXOUN,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),89.4,5976.9,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,67,20160116,89.4
0133-BMFZO,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,86.25,181.65,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,2,20210607,86.25
0134-XWXCE,Female,1,No,No,1,One Line,1,DSL,1,1 Year,Bank transfer (automatic),74.85,3268.05,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,44,20171221,74.85
0135-NMXAP,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),89.75,1052.4,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,12,20200819,89.75
0136-IFMYD,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,109.95,7634.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,69,20151030,109.95
0137-OCGAB,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Mailed check,80.2,80.2,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,20210711,80.2
0137-UDEUO,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.85,63.75,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,3,20210505,19.85
0139-IVFJG,Female,0,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,90.35,190.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,2,20210607,90.35
0141-YEAYS,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),86.45,2401.05,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,28,20190419,86.45
0142-GVYSN,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Electronic check,20.3,511.25,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,25,20190706,20.3
0147-ESWWR,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,101.25,3949.15,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,39,20180512,101.25
0148-DCDOS,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),94.7,2362.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,25,20190714,94.7
0151-ONTOV,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,70.9,70.9,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,20210711,70.9
0156-FVPTA,Male,0,Yes,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,54.2,1152.7,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,21,20191103,54.2
0164-APGRB,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Electronic check,114.9,8496.7,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,74,20150614,114.9
0164-XAIRP,Female,0,No,No,1,One Line,0,No Internet Service,2,2 Year,Bank transfer (automatic),19.55,470.2,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,24,20190810,19.55
0168-XZKBB,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,86.85,1564.4,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,18,20200210,86.85
0174-QRVVY,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,2,2 Year,Credit card (automatic),25.35,1847.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,73,20150717,25.35
0177-PXBAT,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),109.9,3694.7,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,34,20181023,109.9
0178-CIIKR,Female,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,19.95,58,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,3,20210514,19.95
0178-SZBHO,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,87.2,4017.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,46,20171009,87.2
0181-RITDD,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,2,2 Year,Mailed check,108.15,6825.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,63,20160509,108.15
0186-CAERR,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),116.3,8309.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,71,20150829,116.3
0187-QSXOE,Male,1,Yes,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,89,605.45,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,7,20210116,89
0187-WZNAB,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,0,Month-to-Month,Mailed check,74.4,1972.35,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,27,20190527,74.4
0188-GWFLE,Male,0,No,No,1,One Line,0,No Internet Service,0,Month-to-Month,Mailed check,20.05,33.7,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,2,20210620,20.05
0191-EQUUH,Female,0,No,Yes,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),35.05,844.45,No,TRUE,FALSE,FALSE,TRUE,FALSE,2,24,20190809,35.05
0191-ZHSKZ,Male,1,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,74.75,2111.3,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,28,20190404,74.75
0193-ESZXP,Female,1,Yes,No,1,One Line,2,Fiber Optic,1,1 Year,Credit card (automatic),105.5,6205.5,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,59,20160916,105.5
0195-IESCP,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,85.25,855.3,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,10,20201009,85.25
0196-JTUQI,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),75.2,633.85,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,8,20201127,75.2
0196-VULGZ,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Electronic check,84.35,474.9,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,6,20210220,84.35
0197-PNKNK,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),84.45,5848.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,69,20151104,84.45
0201-MIBOL,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,2,2 Year,Bank transfer (automatic),102.4,6471.85,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,63,20160506,102.4
0201-OAMXR,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Credit card (automatic),115.55,8127.6,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,70,20151002,115.55
0203-HHYIJ,Male,0,No,No,2,Two or More Lines,0,No Internet Service,1,1 Year,Bank transfer (automatic),25.3,676.35,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,27,20190520,25.3
0206-OYVOC,Female,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,19.25,864.2,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,45,20171114,19.25
0206-TBWLC,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,1,1 Year,Mailed check,114.65,6049.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,53,20170320,114.65
0207-MDKNV,Female,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,105.1,1582.75,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,15,20200509,105.1
0208-BPQEJ,Female,0,Yes,Yes,1,One Line,0,No Internet Service,0,Month-to-Month,Bank transfer (automatic),19.4,198.1,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,10,20201004,19.4
0212-ISBBF,Female,0,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Electronic check,50.35,1098.85,No,TRUE,FALSE,FALSE,TRUE,FALSE,0,22,20191017,50.35
0214-JHPFW,Female,0,Yes,No,0,No Phone Service,1,DSL,2,2 Year,Bank transfer (automatic),57.8,4039.3,No,TRUE,FALSE,FALSE,TRUE,FALSE,1,70,20151016,57.8
0215-BQKGS,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Credit card (automatic),84.3,2438.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,29,20190315,84.3
0218-QNVAS,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,1,1 Year,Bank transfer (automatic),100.55,7113.75,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,71,20150920,100.55
0219-QAERP,Male,0,Yes,No,1,One Line,0,No Internet Service,1,1 Year,Credit card (automatic),19.8,576.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,29,20190309,19.8
0219-YTZUE,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,0,Month-to-Month,Bank transfer (automatic),84.8,371.9,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,3,4,20210330,84.8
0220-EBGCE,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,85.85,167.3,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,20210612,85.85
0221-NAUXK,Male,0,No,Yes,1,One Line,0,No Internet Service,1,1 Year,Bank transfer (automatic),19.95,219.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,11,20200910,19.95
0221-WMXNQ,Male,1,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,75.35,273.4,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,4,20210422,75.35
0222-CNVPT,Male,1,No,No,0,No Phone Service,1,DSL,0,Month-to-Month,Credit card (automatic),48.8,2555.05,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,52,20170401,48.8
0224-HJAPT,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,47.15,223.15,Yes,FALSE,TRUE,TRUE,FALSE,FALSE,0,5,20210320,47.15
0224-NIJLP,Male,0,Yes,Yes,1,One Line,0,No Internet Service,2,2 Year,Mailed check,20.15,165.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,8,20201204,20.15
0224-RLWWD,Female,1,No,No,1,One Line,1,DSL,0,Month-to-Month,Electronic check,44.3,89.3,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,2,20210610,44.3
0225-ZORZP,Male,0,No,No,1,One Line,2,Fiber Optic,0,Month-to-Month,Electronic check,84.3,235.05,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,3,20210518,84.3
0228-MAUWC,Male,0,No,No,2,Two or More Lines,1,DSL,0,Month-to-Month,Electronic check,59.55,1144.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,19,20200104,59.55
